mode_1,mode_2,mode_3,mode_4,mode_5,mode_6,mode_7,mode_8,mode_9,mode_10,mode_11,mode_12,mode_13,mode_14,mode_15,mode_16,mode_17,mode_18,mode_19,mode_20,synapse_id,x,y,z
-29354463341104.695,-652.7714358751355,16.96872965855352,-159.25988300264916,385.77826195036613,510.13419814114445,100.91395091056728,87.13497537118394,167.98176514185997,-8.402873113557817,47.44626536977975,12.501668472621164,-8.226583563945063,63.10572432602508,128.39451299884698,-0.4054521725590542,-1.1143301706286224,48.54631136593657,17.92910649516437,-0.6501289360726334,456611088,1410.8,728.96,850.52
-29354463339831.26,-375.3356119337123,186.4979483157642,-211.2409140776637,457.28109551969953,564.1604555600519,107.31499779848788,88.7056997275081,165.02289509104375,-7.59936523802409,37.57996894434625,8.137189517930166,7.2619402702231595,18.483829956489572,-17.609244008075212,0.1932542959562084,3.9950266627355346,158.18135159884068,48.9977938782142,-1.4013293745691655,460786295,1435.488,738.12,794.12
-29354463340436.832,-442.71106152315326,142.39892960997926,-195.726769053556,432.28626772229774,538.5436566313443,102.86407958442678,85.40430739503897,159.56160600542418,-7.448508513069712,38.04574228476558,8.80576067620526,2.1201252579010674,30.342462354154634,30.08864225846771,-0.019148425179134464,1.7740937535220302,90.36798202750249,28.16017950515603,-0.8164118348325765,415745273,1322.032,744.5600000000001,807.44
-29354463341355.043,-252.8783642772957,258.5244093655112,-231.22011097080784,480.3941372159595,572.2688507290887,106.0261592869861,84.51604509927405,151.79300574443766,-6.312845656140347,24.586952711824015,2.6149281402202664,20.793061876441097,-43.06648453681614,-240.07056613805585,1.1707717354882312,15.569518962040672,-203.03900917223285,1.006813325551516,-0.9882855510388016,461382317,1433.688,817.888,715.88
-29354463341042.418,-243.14613099170336,245.60126181392016,-214.52092811645218,434.31492229364164,495.5071836440459,88.23810678353324,66.74841582982769,114.68259003318825,-4.3299778565492595,14.862432511250079,1.3876634502217338,10.297791620562242,-17.382513757670612,-78.62736104143497,0.3397939373424079,2.79558969858201,16.951216116870484,-0.1582944208117255,0.30489991348677575,426387189,1351.04,808.5840000000001,895.12
-29354463341155.625,-243.35388302320328,245.8734337670754,-214.86342872961075,435.2330933786301,496.96492006290015,88.56138098083889,67.0531582108762,115.28875916795698,-4.35911207310735,14.9869842445182,1.4013244184066016,10.406287603009638,-17.59614143315984,-79.70521507542857,0.3446837911710134,2.8413400629087175,17.302759849701452,-0.16177184616439358,0.31201890911204294,426427652,1344.136,826.5840000000001,915.36
-29354463345425.99,-1524.142129063713,-527.7753008103309,16.596820229061134,126.50731299022543,279.2523793833003,65.57134918199627,65.21009037617071,137.8647600269342,-8.164890924155111,56.14214907001419,18.14179705797521,-42.83874886289614,133.10949632042897,374.9779612130766,-1.4447192941962843,-10.570710063614921,-179.08213375900294,-48.71941509173856,1.129522662024544,456437538,1415.352,669.448,776.88
-29354463341191.6,-653.3594303173642,16.988639079480638,-159.5313276733072,386.6565677296911,511.7732865461012,101.32272624521657,87.58163704061792,168.99100810181295,-8.468748711047164,47.92291596165423,12.65299585232344,-8.33444362901383,64.1008733540529,130.70994319022626,-0.4132208415276505,-1.139476518400369,50.048227466048985,18.5263574875806,-0.6745909575242187,449831589,1405.728,737.128,801.84
-29354463343662.168,-374.27991655360603,185.8076799096921,-210.08285178965144,453.8635927029266,558.0163365925666,105.80051209254624,87.06710619183178,161.35400186989418,-7.367101762726542,36.01984642927341,7.709056905211231,6.83822128478195,17.10778476293375,-16.037759519734422,0.174513568848041,3.508230424745924,127.70321036171175,38.44656355787394,-1.0456829264463259,427040952,1341.656,678.648,704.36
-29354463338636.973,-372.1534214699043,184.44230978944623,-207.87097170529802,447.57426437514323,547.3636500574773,103.3083976655663,84.54245252796007,155.9930609753351,-7.062436025257065,34.21768954769255,7.2690791397056325,6.426870361029997,15.958599898614766,-14.885016667931732,0.16163799310957222,3.2355677718227702,118.14365106027432,35.74351293462867,-0.9777535341145037,453650601,1409.656,732.904,821.36
